date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:33:23	654/654	---M-Z	200	added ('OK')	text/css	etag:%2228e-66134e22-17fd17;gz%22	https://hostafi.com/wp-content/themes/hostim/style.css?ver=3.7.0	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/themes/hostim/style3088.css	(from https://hostafi.com/)
23:33:24	4674/4674	---M-Z	200	added ('OK')	text/css	etag:%221242-66134e25-17fd2a;gz%22	https://hostafi.com/wp-content/themes/hostim/assets/css/app-rtl.css?ver=3.7.0	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/themes/hostim/assets/css/app-rtl3088.css	(from https://hostafi.com/)
23:33:24	1107/1107	---M-Z	200	added ('OK')	text/css	etag:%22453-661dd98d-17a053;gz%22	https://hostafi.com/wp-content/uploads/elementor/css/post-7.css?ver=1713232269	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/elementor/css/post-70934.css	(from https://hostafi.com/)
23:33:24	13391/13391	---M-Z	200	added ('OK')	text/css	etag:%22344f-66134f1e-18057b;gz%22	https://hostafi.com/wp-content/plugins/hostim-core/assets/vendors/feather/css/feather.css?ver=6.6.2	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/plugins/hostim-core/assets/vendors/feather/css/feather109c.css	(from https://hostafi.com/)
23:33:24	55492/55492	---M-Z	200	added ('OK')	text/css	etag:%22d8c4-6671f3af-17e59a;gz%22	https://hostafi.com/wp-content/uploads/elementor/css/post-20.css?ver=1718743983	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/elementor/css/post-205ee7.css	(from https://hostafi.com/)
23:33:25	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-66134c1e-17f87a;gz%22	https://hostafi.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://hostafi.com/)
23:33:25	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-66134c1c-17f872;gz%22	https://hostafi.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://hostafi.com/)
23:33:26	413714/413714	---M-Z	200	added ('OK')	application/json	date:Mon,%2023%20Sep%202024%2022:33:26%20GMT	https://hostafi.com/wp-json/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-json/index.html	(from https://hostafi.com/)
23:33:26	135828/135828	---M-Z	200	added ('OK')	application/json	date:Mon,%2023%20Sep%202024%2022:33:26%20GMT	https://hostafi.com/wp-json/wp/v2/pages/20	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-json/wp/v2/pages/20.json	(from https://hostafi.com/)
23:33:26	780/780	---M-Z	200	added ('OK')	text/xml	date:Mon,%2023%20Sep%202024%2022:33:26%20GMT	https://hostafi.com/xmlrpc.php?rsd	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/xmlrpc0db0.php	(from https://hostafi.com/)
23:33:27	2450/2450	---M-Z	200	added ('OK')	application/json	date:Mon,%2023%20Sep%202024%2022:33:27%20GMT	https://hostafi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostafi.com%2F	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-json/oembed/1.0/embed8690.json	(from https://hostafi.com/)
23:33:27	2679/2679	---M-Z	200	added ('OK')	text/xml	date:Mon,%2023%20Sep%202024%2022:33:27%20GMT	https://hostafi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostafi.com%2F&format=xml	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-json/oembed/1.0/embede3c5	(from https://hostafi.com/)
23:33:28	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Mon,%2023%20Sep%202024%2022:33:28%20GMT	https://hostafi.com/wp-admin/admin-ajax.php	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-admin/admin-ajax.php	(from https://hostafi.com/)
23:33:28	3892/3892	---M--	200	added ('OK')	image/png	etag:%22f34-66209310-103d;;;%22	https://hostafi.com/wp-content/uploads/2024/04/H_Logo.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2024/04/H_Logo.png	(from https://hostafi.com/)
23:33:28	1379/1379	---M--	200	added ('OK')	image/png	etag:%22563-66135133-181818;;;%22	https://hostafi.com/wp-content/uploads/2022/09/home-minimal.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/09/home-minimal.png	(from https://hostafi.com/)
23:33:28	1033/1033	---M--	200	added ('OK')	image/png	etag:%22409-66135134-181819;;;%22	https://hostafi.com/wp-content/uploads/2022/09/game-hosting.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/09/game-hosting.png	(from https://hostafi.com/)
23:33:29	1195/1195	---M--	200	added ('OK')	image/png	etag:%224ab-66135132-181814;;;%22	https://hostafi.com/wp-content/uploads/2022/09/hosting-service.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/09/hosting-service.png	(from https://hostafi.com/)
23:33:29	742/742	---M--	200	added ('OK')	image/png	etag:%222e6-66135131-181810;;;%22	https://hostafi.com/wp-content/uploads/2022/09/silder-demo.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/09/silder-demo.png	(from https://hostafi.com/)
23:33:29	9892/9892	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2022:33:29%20GMT	https://hostafi.com/billing/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/billing/index.html	(from https://hostafi.com/)
23:33:30	16333/16333	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Sep%202023%2008:41:27%20GMT	https://hostim-rtl.themetags.com/wp-content/uploads/2023/09/hero-circle-left.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostim-rtl.themetags.com/wp-content/uploads/2023/09/hero-circle-left.png	(from https://hostafi.com/)
23:33:30	142896/142896	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2022:33:30%20GMT	https://hostafi.com/shared-hosting/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/shared-hosting/index.html	(from https://hostafi.com/)
23:33:30	154004/154004	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2022:33:30%20GMT	https://hostafi.com/wordpress-hosting/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wordpress-hosting/index.html	(from https://hostafi.com/)
23:33:31	54686/54686	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Sep%202023%2008:41:23%20GMT	https://hostim-rtl.themetags.com/wp-content/uploads/2023/09/hero-img.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostim-rtl.themetags.com/wp-content/uploads/2023/09/hero-img.png	(from https://hostafi.com/)
23:33:31	10917/10917	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Sep%202023%2008:41:28%20GMT	https://hostim-rtl.themetags.com/wp-content/uploads/2023/09/hero-right-top.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostim-rtl.themetags.com/wp-content/uploads/2023/09/hero-right-top.png	(from https://hostafi.com/)
23:33:31	244950/244950	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2022:33:31%20GMT	https://hostafi.com/dedicated-server/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/dedicated-server/index.html	(from https://hostafi.com/)
23:33:31	5716/5716	---M-Z	200	added ('OK')	image/svg+xml	etag:%221654-66135174-1818ae;gz%22	https://hostafi.com/wp-content/uploads/2023/09/support-icon.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2023/09/support-icon.svg	(from https://hostafi.com/)
23:33:32	125641/125641	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2022:33:31%20GMT	https://hostafi.com/domain/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/domain/index.html	(from https://hostafi.com/)
23:33:32	5146/5146	---M-Z	200	added ('OK')	image/svg+xml	etag:%22141a-66135174-1818af;gz%22	https://hostafi.com/wp-content/uploads/2023/09/features-performence.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2023/09/features-performence.svg	(from https://hostafi.com/)
23:33:32	165954/165954	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2022:33:32%20GMT	https://hostafi.com/minecraft-hosting/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/minecraft-hosting/index.html	(from https://hostafi.com/)
23:33:32	8537/8537	---M-Z	200	added ('OK')	image/svg+xml	etag:%222159-66135174-1818b0;gz%22	https://hostafi.com/wp-content/uploads/2023/09/money-g.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2023/09/money-g.svg	(from https://hostafi.com/)
23:33:32	7565/7565	---M-Z	200	added ('OK')	image/svg+xml	etag:%221d8d-66134f25-1805a7;gz%22	https://hostafi.com/wp-content/plugins/hostim-core/elementor/assets/images/testimonial/frame.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/plugins/hostim-core/elementor/assets/images/testimonial/frame.svg	(from https://hostafi.com/)
23:33:32	116184/116184	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2022:33:32%20GMT	https://hostafi.com/about/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/about/index.html	(from https://hostafi.com/)
23:33:32	9928/9928	---M-Z	200	added ('OK')	text/css	etag:%2226c8-6627d532-23f424;gz%22	https://hostafi.com/wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min.css	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min.css	(from https://hostafi.com/)
23:33:33	1284/1284	---M-Z	200	added ('OK')	image/svg+xml	etag:%22504-66134fdf-181539;gz%22	https://hostafi.com/wp-content/uploads/2022/07/plus-rounded-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/07/plus-rounded-1.svg	(from https://hostafi.com/)
23:33:33	110234/110234	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2022:33:33%20GMT	https://hostafi.com/contact/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/contact/index.html	(from https://hostafi.com/)
23:33:33	693/693	---M-Z	200	added ('OK')	image/svg+xml	etag:%222b5-66134fe0-18153b;gz%22	https://hostafi.com/wp-content/uploads/2022/07/migrate-shape-1-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/07/migrate-shape-1-1.svg	(from https://hostafi.com/)
23:33:33	1118/1118	---M-Z	200	added ('OK')	image/svg+xml	etag:%2245e-66134fde-181537;gz%22	https://hostafi.com/wp-content/uploads/2022/07/line-wave-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/07/line-wave-1.svg	(from https://hostafi.com/)
23:33:33	28750/28750	---M--	200	added ('OK')	image/png	etag:%22704e-66134fde-181536;;;%22	https://hostafi.com/wp-content/uploads/2022/07/cta_migrate_feature-1.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/07/cta_migrate_feature-1.png	(from https://hostafi.com/)
23:33:33	45053/45053	---M--	200	added ('OK')	image/png	etag:%22affd-66134fdc-181533;;;%22	https://hostafi.com/wp-content/uploads/2022/07/about_feature-img-1.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/07/about_feature-img-1.png	(from https://hostafi.com/)
23:33:34	100169/100169	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2022:33:33%20GMT	https://hostafi.com/blog/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/blog/index.html	(from https://hostafi.com/)
23:33:34	6363/6363	---M-Z	200	added ('OK')	image/svg+xml	etag:%2218db-6613502e-1815fa;gz%22	https://hostafi.com/wp-content/uploads/2022/09/controls-icon-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/09/controls-icon-1.svg	(from https://hostafi.com/)
23:33:34	5387/5387	---M-Z	200	added ('OK')	image/svg+xml	etag:%22150b-6613502d-1815f9;gz%22	https://hostafi.com/wp-content/uploads/2022/09/daily-backup-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/09/daily-backup-1.svg	(from https://hostafi.com/)
23:33:34	5142/5142	---M-Z	200	added ('OK')	image/svg+xml	etag:%221416-6613502d-1815f8;gz%22	https://hostafi.com/wp-content/uploads/2022/09/latest-technology-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/09/latest-technology-1.svg	(from https://hostafi.com/)
23:33:34	1081/1081	---M-Z	200	added ('OK')	image/svg+xml	etag:%22439-66134fde-181535;gz%22	https://hostafi.com/wp-content/uploads/2022/07/about_btn_arrow-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/07/about_btn_arrow-1.svg	(from https://hostafi.com/)
23:33:36	53574/53574	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Sep%202024%2022:33:36%20GMT	https://hostim.themetags.com/wp-content/uploads/2022/07/about_feature_img.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostim.themetags.com/wp-content/uploads/2022/07/about_feature_img.2f.delayed	(from https://hostafi.com/)
23:33:36	15363/15363	---M--	200	added ('OK')	image/png	etag:%223c03-66135190-1818dd;;;%22	https://hostafi.com/wp-content/uploads/2023/09/circle-blue.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2023/09/circle-blue.png	(from https://hostafi.com/)
23:33:37	4264/4264	---M-Z	200	added ('OK')	image/svg+xml	etag:%2210a8-6613502c-1815f4;gz%22	https://hostafi.com/wp-content/uploads/2022/09/google-logo-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/09/google-logo-1.svg	(from https://hostafi.com/)
23:33:37	8953/8953	---M-Z	200	added ('OK')	image/svg+xml	etag:%2222f9-6613502b-1815f2;gz%22	https://hostafi.com/wp-content/uploads/2022/09/trustpilot-logo-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/09/trustpilot-logo-1.svg	(from https://hostafi.com/)
23:33:37	243323/243323	---M--	200	added ('OK')	image/jpeg	etag:%223b67b-6613501c-1815cd;;;%22	https://hostafi.com/wp-content/uploads/2022/08/hostim-hosting-blog-02-1.jpg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/08/hostim-hosting-blog-02-1.jpg	(from https://hostafi.com/)
23:33:38	1545/1545	---M-Z	200	added ('OK')	image/svg+xml	etag:%22609-6613502a-1815f1;gz%22	https://hostafi.com/wp-content/uploads/2022/09/green-star-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/09/green-star-1.svg	(from https://hostafi.com/)
23:33:39	96527/96527	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2022:33:38%20GMT	https://hostafi.com/category/cloud-hosting/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/category/cloud-hosting/index.html	(from https://hostafi.com/)
23:33:39	22791/22791	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Mon,%2023%20Sep%202024%2022:33:38%20GMT	https://hostafi.com/2024/05/%d8%a7%d9%84%d9%81%d8%b1%d9%82-%d8%a8%d9%8a%d9%86-%d8%a7%d8%b3%d8%aa%d8%b6%d8%a7%d9%81%d8%a9-vps-%d9%88%d8%a7%d9%84%d8%ae%d8%a7%d8%af%d9%85-%d8%a7%d9%84%d9%85%d8%ae%d8%b5%d8%b5-dedicated-server/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/2024/05/%d8%a7%d9%84%d9%81%d8%b1%d9%82-%d8%a8%d9%8a%d9%86-%d8%a7%d8%b3%d8%aa%d8%b6%d8%a7%d9%81%d8%a9-vps-%d9%88%d8%a7%d9%84%d8%ae%d8%a7%d8%af%d9%85-%d8%a7%d9%84%d9%85%d8%ae%d8%b5%d8%b5-dedicated-server/index.html	(from https://hostafi.com/)
23:33:39	97358/97358	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2022:33:39%20GMT	https://hostafi.com/author/hostafi/	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/author/hostafi/index.html	(from https://hostafi.com/)
23:33:39	12451/12451	---M-Z	200	added ('OK')	image/svg+xml	etag:%2230a3-66135033-181606;gz%22	https://hostafi.com/wp-content/uploads/2022/09/capterra-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/09/capterra-1.svg	(from https://hostafi.com/)
23:33:39	2083/2083	---M-Z	200	added ('OK')	image/svg+xml	etag:%22823-6613502a-1815ef;gz%22	https://hostafi.com/wp-content/uploads/2022/07/joomla-logo-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/07/joomla-logo-1.svg	(from https://hostafi.com/)
23:33:40	2022/2022	---M-Z	200	added ('OK')	image/svg+xml	etag:%227e6-66135029-1815ee;gz%22	https://hostafi.com/wp-content/uploads/2022/07/drupal-logo-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/07/drupal-logo-1.svg	(from https://hostafi.com/)
23:33:40	1754/1754	---M-Z	200	added ('OK')	image/svg+xml	etag:%226da-6613502a-1815f0;gz%22	https://hostafi.com/wp-content/uploads/2022/07/wordpress-logo-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/07/wordpress-logo-1.svg	(from https://hostafi.com/)
23:33:40	18531/18531	---M-Z	200	added ('OK')	image/svg+xml	etag:%224863-66135029-1815ec;gz%22	https://hostafi.com/wp-content/uploads/2022/07/osticket-logo-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/07/osticket-logo-1.svg	(from https://hostafi.com/)
23:33:40	1516/1516	---M--	200	added ('OK')	image/png	etag:%225ec-664362da-17e8c1;;;%22	https://hostafi.com/wp-content/uploads/2022/08/logo-5-70x50.png	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/08/logo-5-70x50.png	(from https://hostafi.com/)
23:33:41	1086/1086	---M-Z	200	added ('OK')	image/svg+xml	etag:%2243e-66135042-18162a;gz%22	https://hostafi.com/wp-content/uploads/2022/08/payment-method-4-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/08/payment-method-4-1.svg	(from https://hostafi.com/)
23:33:41	7697/7697	---M-Z	200	added ('OK')	image/svg+xml	etag:%221e11-66135041-181629;gz%22	https://hostafi.com/wp-content/uploads/2022/08/payment-method-3-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/08/payment-method-3-1.svg	(from https://hostafi.com/)
23:33:41	12143/12143	---M-Z	200	added ('OK')	image/svg+xml	etag:%222f6f-66135041-181628;gz%22	https://hostafi.com/wp-content/uploads/2022/08/payment-method-2-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/08/payment-method-2-1.svg	(from https://hostafi.com/)
23:33:41	8324/8324	---M-Z	200	added ('OK')	image/svg+xml	etag:%222084-66135040-181627;gz%22	https://hostafi.com/wp-content/uploads/2022/08/payment-method-1-1.svg	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/2022/08/payment-method-1-1.svg	(from https://hostafi.com/)
23:33:42	5144/5144	---M-Z	200	added ('OK')	text/css	etag:%221418-66439cec-17a064;gz%22	https://hostafi.com/wp-content/uploads/elementor/css/post-3578.css?ver=1715707116	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/elementor/css/post-3578ae2b.css	(from https://hostafi.com/)
23:33:42	19138/19138	---M-Z	200	added ('OK')	text/css	etag:%224ac2-6671f3a8-17e599;gz%22	https://hostafi.com/wp-content/uploads/elementor/css/post-1250.css?ver=1718743976	C:/Users/aoudi/Videos/ademsuit/https___hostafi.com_/hostafi.com/wp-content/uploads/elementor/css/post-12501dfe.css	(from https://hostafi.com/)
